rank,order_scientific,order_common,family_scientific,family_common,subfamily_scientific,subfamily_common,genus_scientific,genus_common,species_scientific,species_common
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Melanitta,turpan,Melanitta americana,turpan americký
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Bucephala,hlaholka,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Bucephala,hlaholka,Bucephala albeola,hlaholka malá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Bucephala,hlaholka,Bucephala clangula,hlaholka severská
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Bucephala,hlaholka,Bucephala islandica,hlaholka veľká
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Mergellus,potápač,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Mergellus,potápač,Mergellus albellus,potápač malý
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Lophodytes,potápač,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Lophodytes,potápač,Lophodytes cucullatus,potápač prilbatý
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Mergus,potápač,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Mergus,potápač,Mergus australis,potápač sivokrídly
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Mergus,potápač,Mergus octosetaceus,potápač tmavý
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Mergus,potápač,Mergus merganser,potápač veľký
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Mergus,potápač,Mergus serrator,potápač prostredný
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Mergus,potápač,Mergus squamatus,potápač šupinatý
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Cairina,pižmovka,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Cairina,pižmovka,Cairina moschata,pižmovka lesklá
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Aix,kačička,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Aix,kačička,Aix sponsa,kačička obojková
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Aix,kačička,Aix galericulata,kačička mandarínska
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Callonetta,rybnikárka,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Callonetta,rybnikárka,Callonetta leucophrys,rybnikárka obojková
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Chenonetta,hnedohlávka,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Chenonetta,hnedohlávka,Chenonetta jubata,hnedohlávka hrivnatá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Chenonetta,hnedohlávka,Chenonetta finschi,hnedohlávka novozélandská
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Hymenolaimus,vahia,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Hymenolaimus,vahia,Hymenolaimus malacorhynchos,vahia modrá
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Sarkidiornis,hrebenatka,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Sarkidiornis,hrebenatka,Sarkidiornis sylvicola,hrebenatka hrbozobá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Sarkidiornis,hrebenatka,Sarkidiornis melanotos,hrebenatka škvrnitá
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Pteronetta,guinejka,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Pteronetta,guinejka,Pteronetta hartlaubii,guinejka hnedá
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Cyanochen,sivka,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Cyanochen,sivka,Cyanochen cyanoptera,sivka modrokrídla
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Marmaronetta,kačka,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Marmaronetta,kačka,Marmaronetta angustirostris,kačka úzkozobá
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Asarcornis,pižmovka,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Asarcornis,pižmovka,Asarcornis scutulata,pižmovka pralesná
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Rhodonessa,ružovokrčka,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Rhodonessa,ružovokrčka,Rhodonessa caryophyllacea,ružovokrčka močiarna
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Netta,hrdzavka,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Netta,hrdzavka,Netta rufina,hrdzavka potápavá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Netta,hrdzavka,Netta peposaca,hrdzavka peposaka
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Netta,hrdzavka,Netta erythrophthalma,hrdzavka červenooká
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Aythya,chochlačka,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Aythya,chochlačka,Aythya nyroca,chochlačka bielooká
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Aythya,chochlačka,Aythya baeri,chochlačka gaštanová
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Aythya,chochlačka,Aythya innotata,chochlačka madagaskarská
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Aythya,chochlačka,Aythya australis,chochlačka hnedastá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Aythya,chochlačka,Aythya americana,chochlačka žltooká
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Aythya,chochlačka,Aythya ferina,chochlačka sivá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Aythya,chochlačka,Aythya valisineria,chochlačka veľká
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Aythya,chochlačka,Aythya fuligula,chochlačka vrkočatá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Aythya,chochlačka,Aythya novaeseelandiae,chochlačka tmavá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Aythya,chochlačka,Aythya collaris,chochlačka obojková
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Aythya,chochlačka,Aythya marila,chochlačka morská
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Aythya,chochlačka,Aythya affinis,chochlačka vlnkovaná
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Spatula,kačica,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Spatula,kačica,Spatula querquedula,kačica chrapačka
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Spatula,kačica,Spatula hottentota,kačica bodkovaná
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Spatula,kačica,Spatula puna,kačica modrozobá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Spatula,kačica,Spatula versicolor,kačica striebristá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Spatula,kačica,Spatula platalea,kačica širokozobá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Spatula,kačica,Spatula discors,kačica modrokrídla
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Spatula,kačica,Spatula cyanoptera,kačica škoricová
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Spatula,kačica,Spatula smithii,kačica ploskozobka
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Spatula,kačica,Spatula clypeata,kačica lyžičiarka
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Spatula,kačica,Spatula rhynchotis,kačica veľkozobá
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Sibirionetta,kačica,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Sibirionetta,kačica,Sibirionetta formosa,kačica pestrá
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Amazonetta,kačica,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Amazonetta,kačica,Amazonetta brasiliensis,kačica amazoňanka
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Speculanas,kačica,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Speculanas,kačica,Speculanas specularis,kačica bronzovokrídla
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Lophonetta,kačica,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Lophonetta,kačica,Lophonetta specularioides,kačica vrkočatá
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Tachyeres,parníkovka,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Tachyeres,parníkovka,Tachyeres brachypterus,parníkovka prostredná
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Tachyeres,parníkovka,Tachyeres pteneres,parníkovka veľká
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Tachyeres,parníkovka,Tachyeres patachonicus,parníkovka malá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Tachyeres,parníkovka,Tachyeres leucocephalus,parníkovka bielohlavá
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Mareca,kačica,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Mareca,kačica,Mareca strepera,kačica chripľavka
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Mareca,kačica,Mareca falcata,kačica kosierkavá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Mareca,kačica,Mareca penelope,kačica hvizdárka
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Mareca,kačica,Mareca marecula,kačica krpatá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Mareca,kačica,Mareca americana,kačica bielohlavá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Mareca,kačica,Mareca sibilatrix,kačica vlnkovaná
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas sparsa,kačica tmavá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas undulata,kačica šupinatá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas melleri,kačica madagaskarská
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas luzonica,kačica plavá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas superciliosa,kačica pruhohlavá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas laysanensis,kačica laysanská
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas wyvilliana,kačica havajská
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas poecilorhyncha,kačica pestrozobá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas platyrhynchos,kačica divá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas zonorhyncha,kačica čínska
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas rubripes,kačica černastá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas diazi,kačica mexická
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas fulvigula,kačica pobrežná
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas crecca,kačica chrapka
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas carolinensis,kačica zelenokrídla
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas andium,kačica andská
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas flavirostris,kačica žltozobá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas capensis,kačica ružovozobá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas erythrorhyncha,kačica červenozobá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas bahamensis,kačica bielolíca
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas georgica,kačica jazerná
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas acuta,kačica ostrochvostá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas eatoni,kačica kerguelenská
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas castanea,kačica gaštanová
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas albogularis,kačica bielohrdlá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas gibberifrons,kačica hrbočelá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas gracilis,kačica svetlobradá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas bernieri,kačica červenonohá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas theodori,kačica maurícijská
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas chathamica,kačica chathamská
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas chlorotis,kačica hnedá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas aucklandica,kačica nelietavá
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Anas,kačica,Anas nesiotis,kačica ostrovná
genus,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Salvadorina,kačuľa,,
species,Anseriformes,zúbkozobce,Anatidae,kačicovité,Anatinae,kačicorodé,Salvadorina,kačuľa,Salvadorina waigiuensis,kačuľa pásikavá
order,Galliformes,hrabavce,,,,,,,,
family,Galliformes,hrabavce,Megapodiidae,tabonovité,,,,,,
genus,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Talegalla,tabon,,
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Talegalla,tabon,Talegalla cuvieri,tabon červenozobý
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Talegalla,tabon,Talegalla fuscirostris,tabon čiernozobý
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Talegalla,tabon,Talegalla jobiensis,tabon goliernatý
genus,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Leipoa,tabon,,
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Leipoa,tabon,Leipoa ocellata,tabon okavý
genus,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Alectura,tabon,,
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Alectura,tabon,Alectura lathami,tabon morkovitý
genus,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Aepypodius,tabon,,
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Aepypodius,tabon,Aepypodius arfakianus,tabon horský
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Aepypodius,tabon,Aepypodius bruijnii,tabon hnedoprsý
genus,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Macrocephalon,tabon,,
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Macrocephalon,tabon,Macrocephalon maleo,tabon prilbatý
genus,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Eulipoa,tabon,,
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Eulipoa,tabon,Eulipoa wallacei,tabon džungľový
genus,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Megapodius,tabon,,
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Megapodius,tabon,Megapodius tenimberensis,tabon tanimbarský
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Megapodius,tabon,Megapodius cumingii,tabon červenolíci
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Megapodius,tabon,Megapodius nicobariensis,tabon nikobarský
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Megapodius,tabon,Megapodius laperouse,tabon kurí
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Megapodius,tabon,Megapodius layardi,tabon žltonohý
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Megapodius,tabon,Megapodius pritchardii,tabon cisársky
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Megapodius,tabon,Megapodius bernsteinii,tabon bronzový
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Megapodius,tabon,Megapodius geelvinkianus,tabon zálivový
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Megapodius,tabon,Megapodius reinwardt,tabon hnedý
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Megapodius,tabon,Megapodius eremita,tabon melanézsky
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Megapodius,tabon,Megapodius decollatus,tabon popolavý
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Megapodius,tabon,Megapodius freycinet,tabon tmavý
species,Galliformes,hrabavce,Megapodiidae,tabonovité,,,Megapodius,tabon,Megapodius forsteni,tabon Forstenov
family,Galliformes,hrabavce,Cracidae,hokovité,,,,,,
genus,Galliformes,hrabavce,Cracidae,hokovité,,,Penelopina,morkovec,,
species,Galliformes,hrabavce,Cracidae,hokovité,,,Penelopina,morkovec,Penelopina nigra,morkovec horský
genus,Galliformes,hrabavce,Cracidae,hokovité,,,Chamaepetes,morkovec,,
species,Galliformes,hrabavce,Cracidae,hokovité,,,Chamaepetes,morkovec,Chamaepetes unicolor,morkovec čierny
species,Galliformes,hrabavce,Cracidae,hokovité,,,Chamaepetes,morkovec,Chamaepetes goudotii,morkovec maskový
genus,Galliformes,hrabavce,Cracidae,hokovité,,,Aburria,morkovec,,
species,Galliformes,hrabavce,Cracidae,hokovité,,,Aburria,morkovec,Aburria jacutinga,morkovec čiernočelý
species,Galliformes,hrabavce,Cracidae,hokovité,,,Aburria,morkovec,Aburria aburri,morkovec lalôčkový
species,Galliformes,hrabavce,Cracidae,hokovité,,,Aburria,morkovec,Aburria pipile,morkovec hvízdavý
species,Galliformes,hrabavce,Cracidae,hokovité,,,Aburria,morkovec,Aburria cumanensis,morkovec modrohrdlý
species,Galliformes,hrabavce,Cracidae,hokovité,,,Aburria,morkovec,Aburria grayi,morkovec bledotylový
